source_file,category,category_label,type_id,type_label,type_count,wcag_criteria,wcag_level,pour_dimensions,sr_relevance,instance_index,hidden,description,label
1-GovernoDigital.html,feature,Features,alt_link,Linked image with alternative text,12,1.1.1,A,Perceivable,positive,2,false,Linked image with alternative text 2,Linked image with alternative text
1-GovernoDigital.html,feature,Features,alt_link,Linked image with alternative text,12,1.1.1,A,Perceivable,positive,3,false,Linked image with alternative text 3,Linked image with alternative text
1-GovernoDigital.html,feature,Features,alt_link,Linked image with alternative text,12,1.1.1,A,Perceivable,positive,4,false,Linked image with alternative text 4,Linked image with alternative text
1-GovernoDigital.html,feature,Features,alt_link,Linked image with alternative text,12,1.1.1,A,Perceivable,positive,5,false,Linked image with alternative text 5,Linked image with alternative text
1-GovernoDigital.html,feature,Features,alt_link,Linked image with alternative text,12,1.1.1,A,Perceivable,positive,6,false,Linked image with alternative text 6,Linked image with alternative text
1-GovernoDigital.html,feature,Features,alt_link,Linked image with alternative text,12,1.1.1,A,Perceivable,positive,7,false,Linked image with alternative text 7,Linked image with alternative text
1-GovernoDigital.html,feature,Features,alt_link,Linked image with alternative text,12,1.1.1,A,Perceivable,positive,8,false,Linked image with alternative text 8,Linked image with alternative text
1-GovernoDigital.html,feature,Features,alt_link,Linked image with alternative text,12,1.1.1,A,Perceivable,positive,9,false,Linked image with alternative text 9,Linked image with alternative text
1-GovernoDigital.html,feature,Features,alt_link,Linked image with alternative text,12,1.1.1,A,Perceivable,positive,10,false,Linked image with alternative text 10,Linked image with alternative text
1-GovernoDigital.html,feature,Features,alt_link,Linked image with alternative text,12,1.1.1,A,Perceivable,positive,11,false,Linked image with alternative text 11,Linked image with alternative text
1-GovernoDigital.html,feature,Features,alt_link,Linked image with alternative text,12,1.1.1,A,Perceivable,positive,12,false,Linked image with alternative text 12,Linked image with alternative text
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,1,true,Form label 1,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,2,true,Form label 2,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,3,true,Form label 3,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,4,true,Form label 4,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,5,true,Form label 5,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,6,true,Form label 6,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,7,true,Form label 7,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,8,true,Form label 8,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,9,true,Form label 9,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,10,true,Form label 10,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,11,true,Form label 11,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,12,true,Form label 12,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,13,true,Form label 13,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,14,true,Form label 14,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,15,true,Form label 15,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,16,true,Form label 16,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,17,true,Form label 17,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,18,true,Form label 18,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,19,true,Form label 19,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,20,true,Form label 20,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,21,true,Form label 21,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,22,true,Form label 22,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,23,true,Form label 23,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,24,true,Form label 24,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,25,true,Form label 25,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,26,true,Form label 26,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,27,true,Form label 27,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,28,true,Form label 28,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,29,true,Form label 29,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,30,true,Form label 30,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,31,true,Form label 31,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,32,true,Form label 32,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,33,true,Form label 33,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,34,true,Form label 34,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,35,true,Form label 35,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,36,true,Form label 36,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,37,true,Form label 37,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,38,true,Form label 38,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,39,true,Form label 39,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,40,true,Form label 40,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,41,true,Form label 41,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,42,true,Form label 42,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,43,true,Form label 43,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,44,true,Form label 44,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,45,true,Form label 45,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,46,true,Form label 46,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,47,true,Form label 47,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,48,true,Form label 48,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,49,true,Form label 49,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,50,true,Form label 50,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,51,true,Form label 51,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,52,true,Form label 52,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,53,true,Form label 53,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,54,true,Form label 54,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,55,true,Form label 55,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,56,true,Form label 56,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,57,true,Form label 57,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,58,true,Form label 58,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,59,true,Form label 59,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,60,true,Form label 60,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,61,true,Form label 61,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,62,true,Form label 62,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,63,true,Form label 63,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,64,true,Form label 64,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,65,true,Form label 65,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,66,true,Form label 66,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,67,true,Form label 67,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,68,true,Form label 68,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,69,true,Form label 69,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,70,true,Form label 70,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,71,true,Form label 71,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,72,true,Form label 72,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,73,true,Form label 73,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,74,true,Form label 74,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,75,true,Form label 75,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,76,true,Form label 76,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,77,true,Form label 77,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,78,true,Form label 78,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,79,true,Form label 79,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,80,true,Form label 80,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,81,true,Form label 81,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,82,true,Form label 82,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,83,true,Form label 83,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,84,true,Form label 84,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,85,true,Form label 85,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,86,true,Form label 86,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,87,true,Form label 87,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,88,true,Form label 88,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,89,true,Form label 89,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,90,true,Form label 90,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,91,true,Form label 91,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,92,true,Form label 92,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,93,true,Form label 93,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,94,true,Form label 94,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,95,true,Form label 95,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,96,true,Form label 96,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,97,true,Form label 97,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,98,true,Form label 98,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,99,true,Form label 99,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,100,true,Form label 100,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,101,true,Form label 101,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,102,true,Form label 102,Form label
1-GovernoDigital.html,feature,Features,label,Form label,103,1.3.1;3.3.2,A,Perceivable;Understandable,positive,103,true,Form label 103,Form label
1-GovernoDigital.html,feature,Features,lang,Language,1,3.1.1,A,Understandable,positive,1,false,Language 1,Language
1-GovernoDigital.html,structure,Structural Elements,h1,Heading level 1,2,1.3.1,A,Perceivable,positive,1,false,Heading level 1 1,Heading level 1
1-GovernoDigital.html,structure,Structural Elements,h1,Heading level 1,2,1.3.1,A,Perceivable,positive,2,true,Heading level 1 2,Heading level 1
1-GovernoDigital.html,structure,Structural Elements,h2,Heading level 2,16,1.3.1,A,Perceivable,positive,1,false,Heading level 2 1,Heading level 2
1-GovernoDigital.html,structure,Structural Elements,h2,Heading level 2,16,1.3.1,A,Perceivable,positive,2,false,Heading level 2 2,Heading level 2
1-GovernoDigital.html,structure,Structural Elements,h2,Heading level 2,16,1.3.1,A,Perceivable,positive,3,false,Heading level 2 3,Heading level 2
1-GovernoDigital.html,structure,Structural Elements,h2,Heading level 2,16,1.3.1,A,Perceivable,positive,4,false,Heading level 2 4,Heading level 2
1-GovernoDigital.html,structure,Structural Elements,h2,Heading level 2,16,1.3.1,A,Perceivable,positive,5,false,Heading level 2 5,Heading level 2
1-GovernoDigital.html,structure,Structural Elements,h2,Heading level 2,16,1.3.1,A,Perceivable,positive,6,false,Heading level 2 6,Heading level 2
1-GovernoDigital.html,structure,Structural Elements,h2,Heading level 2,16,1.3.1,A,Perceivable,positive,7,false,Heading level 2 7,Heading level 2
1-GovernoDigital.html,structure,Structural Elements,h2,Heading level 2,16,1.3.1,A,Perceivable,positive,8,false,Heading level 2 8,Heading level 2
1-GovernoDigital.html,structure,Structural Elements,h2,Heading level 2,16,1.3.1,A,Perceivable,positive,9,false,Heading level 2 9,Heading level 2
1-GovernoDigital.html,structure,Structural Elements,h2,Heading level 2,16,1.3.1,A,Perceivable,positive,10,false,Heading level 2 10,Heading level 2
1-GovernoDigital.html,structure,Structural Elements,h2,Heading level 2,16,1.3.1,A,Perceivable,positive,11,false,Heading level 2 11,Heading level 2
1-GovernoDigital.html,structure,Structural Elements,h2,Heading level 2,16,1.3.1,A,Perceivable,positive,12,false,Heading level 2 12,Heading level 2
1-GovernoDigital.html,structure,Structural Elements,h2,Heading level 2,16,1.3.1,A,Perceivable,positive,13,false,Heading level 2 13,Heading level 2
1-GovernoDigital.html,structure,Structural Elements,h2,Heading level 2,16,1.3.1,A,Perceivable,positive,14,false,Heading level 2 14,Heading level 2
1-GovernoDigital.html,structure,Structural Elements,h2,Heading level 2,16,1.3.1,A,Perceivable,positive,15,false,Heading level 2 15,Heading level 2
1-GovernoDigital.html,structure,Structural Elements,h2,Heading level 2,16,1.3.1,A,Perceivable,positive,16,false,Heading level 2 16,Heading level 2
1-GovernoDigital.html,structure,Structural Elements,ul,Unordered list,80,1.3.1,A,Perceivable,positive,1,true,Unordered list 1,Unordered list
1-GovernoDigital.html,structure,Structural Elements,ul,Unordered list,80,1.3.1,A,Perceivable,positive,2,true,Unordered list 2,Unordered list
1-GovernoDigital.html,structure,Structural Elements,ul,Unordered list,80,1.3.1,A,Perceivable,positive,3,true,Unordered list 3,Unordered list
1-GovernoDigital.html,structure,Structural Elements,ul,Unordered list,80,1.3.1,A,Perceivable,positive,4,true,Unordered list 4,Unordered list
1-GovernoDigital.html,structure,Structural Elements,ul,Unordered list,80,1.3.1,A,Perceivable,positive,5,true,Unordered list 5,Unordered list
1-GovernoDigital.html,structure,Structural Elements,ul,Unordered list,80,1.3.1,A,Perceivable,positive,6,true,Unordered list 6,Unordered list
1-GovernoDigital.html,structure,Structural Elements,ul,Unordered list,80,1.3.1,A,Perceivable,positive,7,true,Unordered list 7,Unordered list
1-GovernoDigital.html,structure,Structural Elements,ul,Unordered list,80,1.3.1,A,Perceivable,positive,8,true,Unordered list 8,Unordered list
1-GovernoDigital.html,structure,Structural Elements,ul,Unordered list,80,1.3.1,A,Perceivable,positive,9,true,Unordered list 9,Unordered list
1-GovernoDigital.html,structure,Structural Elements,ul,Unordered list,80,1.3.1,A,Perceivable,positive,10,true,Unordered list 10,Unordered list
1-GovernoDigital.html,structure,Structural Elements,ul,Unordered list,80,1.3.1,A,Perceivable,positive,11,true,Unordered list 11,Unordered list
1-GovernoDigital.html,structure,Structural Elements,ul,Unordered list,80,1.3.1,A,Perceivable,positive,12,true,Unordered list 12,Unordered list
1-GovernoDigital.html,structure,Structural Elements,ul,Unordered list,80,1.3.1,A,Perceivable,positive,13,true,Unordered list 13,Unordered list
1-GovernoDigital.html,structure,Structural Elements,ul,Unordered list,80,1.3.1,A,Perceivable,positive,14,true,Unordered list 14,Unordered list
1-GovernoDigital.html,structure,Structural Elements,ul,Unordered list,80,1.3.1,A,Perceivable,positive,15,true,Unordered list 15,Unordered list
1-GovernoDigital.html,structure,Structural Elements,ul,Unordered list,80,1.3.1,A,Perceivable,positive,16,true,Unordered list 16,Unordered list
1-GovernoDigital.html,structure,Structural Elements,ul,Unordered list,80,1.3.1,A,Perceivable,positive,17,true,Unordered list 17,Unordered list
1-GovernoDigital.html,structure,Structural Elements,ul,Unordered list,80,1.3.1,A,Perceivable,positive,18,true,Unordered list 18,Unordered list
1-GovernoDigital.html,structure,Structural Elements,ul,Unordered list,80,1.3.1,A,Perceivable,positive,19,true,Unordered list 19,Unordered list
1-GovernoDigital.html,structure,Structural Elements,ul,Unordered list,80,1.3.1,A,Perceivable,positive,20,true,Unordered list 20,Unordered list
1-GovernoDigital.html,structure,Structural Elements,ul,Unordered list,80,1.3.1,A,Perceivable,positive,21,true,Unordered list 21,Unordered list
1-GovernoDigital.html,structure,Structural Elements,ul,Unordered list,80,1.3.1,A,Perceivable,positive,22,true,Unordered list 22,Unordered list
1-GovernoDigital.html,structure,Structural Elements,ul,Unordered list,80,1.3.1,A,Perceivable,positive,23,true,Unordered list 23,Unordered list
1-GovernoDigital.html,structure,Structural Elements,ul,Unordered list,80,1.3.1,A,Perceivable,positive,24,true,Unordered list 24,Unordered list
1-GovernoDigital.html,structure,Structural Elements,ul,Unordered list,80,1.3.1,A,Perceivable,positive,25,true,Unordered list 25,Unordered list
